OrderID,ItemID,ProductID,Quantity,ListPrice,Discount
47,138,25,2,499.99,0.07
47,139,13,1,269.99,0.2
48,140,11,1,1680.99,0.1
48,141,4,1,2899.99,0.2
48,142,5,2,1320.99,0.1
48,143,14,2,269.99,0.07
49,144,13,2,269.99,0.07
50,145,3,1,999.99,0.05
50,146,26,2,599.99,0.07
50,147,13,2,269.99,0.2
51,148,13,1,269.99,0.05
51,149,20,1,599.99,0.05
51,150,26,2,599.99,0.2
52,151,25,1,499.99,0.07
53,152,8,2,1799.99,0.2
53,153,23,2,299.99,0.05
53,154,14,2,269.99,0.2
53,155,25,2,499.99,0.1
54,156,26,2,599.99,0.2
54,157,3,1,999.99,0.2
55,158,21,1,269.99,0.05
55,159,25,2,499.99,0.2
55,160,15,2,529.99,0.2
56,161,20,2,599.99,0.07
57,162,23,2,299.99,0.1
57,163,19,2,449,0.2
57,164,13,1,269.99,0.07
58,165,14,2,269.99,0.05
58,166,18,1,449,0.07
58,167,23,1,299.99,0.1
59,168,21,1,269.99,0.05
59,169,2,1,749.99,0.1
59,170,17,2,429,0.1
60,171,14,2,269.99,0.05
60,172,4,1,2899.99,0.1
60,173,15,1,529.99,0.07
60,174,22,1,269.99,0.2
61,175,25,1,499.99,0.1
61,176,15,2,529.99,0.05
61,177,5,2,1320.99,0.2
62,178,14,1,269.99,0.07
62,179,8,2,1799.99,0.1
62,180,22,2,269.99,0.1
63,181,25,2,499.99,0.1
63,182,19,2,449,0.05
63,183,3,1,999.99,0.1
64,184,25,2,499.99,0.1
64,185,22,2,269.99,0.2
64,186,23,2,299.99,0.2
64,187,24,2,549.99,0.1
65,188,12,1,549.99,0.1
66,189,2,1,749.99,0.2
66,190,23,1,299.99,0.07
66,191,12,1,549.99,0.07
67,192,23,2,299.99,0.2
67,193,12,2,549.99,0.1
67,194,21,1,269.99,0.2
67,195,5,2,1320.99,0.1
67,196,19,1,449,0.2
68,197,13,2,269.99,0.07
68,198,17,1,429,0.1
69,199,22,2,269.99,0.1
69,200,5,1,1320.99,0.2
69,201,10,1,1549,0.05
70,202,3,2,999.99,0.05
70,203,18,1,449,0.2
70,204,20,1,599.99,0.05
71,205,26,2,599.99,0.05
71,206,24,1,549.99,0.2
71,207,18,1,449,0.1
72,208,17,2,429,0.07
72,209,12,1,549.99,0.05
72,210,13,2,269.99,0.1
73,211,22,1,269.99,0.07
73,212,26,2,599.99,0.05
73,213,3,2,999.99,0.07
73,214,25,1,499.99,0.07
73,215,23,2,299.99,0.2
74,216,16,2,599.99,0.05
74,217,6,1,469.99,0.07
75,218,3,1,999.99,0.1
75,219,7,2,3999.99,0.07
75,220,15,1,529.99,0.2
76,221,12,1,549.99,0.05
76,222,11,2,1680.99,0.1
76,223,5,1,1320.99,0.07
77,224,20,1,599.99,0.07
77,225,24,2,549.99,0.1
77,226,26,1,599.99,0.2
77,227,25,1,499.99,0.2
78,228,17,1,429,0.07
78,229,19,1,449,0.2
78,230,18,2,449,0.1
78,231,14,2,269.99,0.1
79,232,9,2,2999.99,0.1
79,233,17,2,429,0.05
79,234,6,1,469.99,0.1
79,235,25,2,499.99,0.07
80,236,26,1,599.99,0.1
80,237,24,1,549.99,0.1
80,238,17,1,429,0.2
81,239,10,2,1549,0.2
81,240,23,2,299.99,0.05
81,241,25,2,499.99,0.05
82,242,25,2,499.99,0.1
82,243,11,2,1680.99,0.2
83,244,20,1,599.99,0.2
83,245,3,2,999.99,0.05
84,246,23,2,299.99,0.07
84,247,15,2,529.99,0.07
85,248,4,2,2899.99,0.05
85,249,18,1,449,0.07
86,250,9,2,2999.99,0.1
86,251,23,2,299.99,0.07
86,252,21,2,269.99,0.2
86,253,15,1,529.99,0.1
87,254,20,2,599.99,0.2
87,255,23,2,299.99,0.1
88,256,10,1,1549,0.07
88,257,8,2,1799.99,0.1
88,258,7,1,3999.99,0.1
89,259,5,1,1320.99,0.05
89,260,6,2,469.99,0.1
90,261,3,1,999.99,0.1
90,262,6,1,469.99,0.07
91,263,11,1,1680.99,0.1
91,264,25,1,499.99,0.05
91,265,15,2,529.99,0.07
91,266,13,2,269.99,0.07
92,267,8,1,1799.99,0.1
93,268,22,2,269.99,0.07
93,269,17,1,429,0.05
93,270,21,1,269.99,0.1
93,271,2,1,749.99,0.2
93,272,10,2,1549,0.07
94,273,12,1,549.99,0.05
94,274,4,1,2899.99,0.2
94,275,11,1,1680.99,0.2
94,276,21,2,269.99,0.07
95,277,10,2,1549,0.2
95,278,19,1,449,0.1
95,279,8,2,1799.99,0.2
95,280,20,2,599.99,0.05
96,281,26,1,599.99,0.1
96,282,23,1,299.99,0.05
97,283,20,2,599.99,0.2
97,284,2,1,749.99,0.07
97,285,6,2,469.99,0.2
97,286,19,1,449,0.1
98,287,19,1,449,0.07
98,288,21,1,269.99,0.1
98,289,2,1,749.99,0.2
98,290,22,2,269.99,0.2
99,291,13,1,269.99,0.2
99,292,21,1,269.99,0.2
99,293,25,2,499.99,0.05
99,294,7,2,3999.99,0.07
99,295,23,2,299.99,0.2
100,296,12,2,549.99,0.05
100,297,11,2,1680.99,0.1
100,298,7,2,3999.99,0.2
100,299,16,2,599.99,0.2
100,300,24,2,549.99,0.1
101,301,12,2,549.99,0.2
102,302,15,1,529.99,0.05
102,303,22,1,269.99,0.07
103,304,17,1,429,0.07
103,305,3,1,999.99,0.05
103,306,18,1,449,0.2
103,307,15,2,529.99,0.1
103,308,9,2,2999.99,0.1
104,309,19,2,449,0.1
104,310,26,1,599.99,0.05
105,311,11,2,1680.99,0.2
105,312,3,1,999.99,0.05
105,313,9,1,2999.99,0.05
106,314,17,1,429,0.1
106,315,13,2,269.99,0.1
107,316,19,1,449,0.2
107,317,13,2,269.99,0.1
108,318,11,1,1680.99,0.1
108,319,22,2,269.99,0.07
108,320,16,2,599.99,0.05
109,321,22,2,269.99,0.1
109,322,6,1,469.99,0.07
110,323,14,1,269.99,0.1
111,324,14,1,269.99,0.1
111,325,12,2,549.99,0.07
112,326,23,2,299.99,0.2
112,327,25,2,499.99,0.07
112,328,24,2,549.99,0.05
112,329,5,1,1320.99,0.2
113,330,12,2,549.99,0.07
113,331,24,2,549.99,0.1
113,332,6,1,469.99,0.07
113,333,23,1,299.99,0.2
113,334,5,2,1320.99,0.2
114,335,12,1,549.99,0.05
114,336,2,1,749.99,0.07
114,337,13,2,269.99,0.1
115,338,22,1,269.99,0.2
115,339,19,1,449,0.1
116,340,26,1,599.99,0.05
117,341,22,2,269.99,0.2
117,342,26,1,599.99,0.05
117,343,14,1,269.99,0.2
117,344,19,1,449,0.05
118,345,18,1,449,0.07
118,346,4,1,2899.99,0.07
118,347,6,1,469.99,0.07
118,348,3,2,999.99,0.1
118,349,23,2,299.99,0.07
119,350,25,1,499.99,0.05
120,351,13,2,269.99,0.05
120,352,6,2,469.99,0.05
120,353,10,2,1549,0.05
120,354,17,1,429,0.05
120,355,16,2,599.99,0.2
121,356,5,1,1320.99,0.2
121,357,14,2,269.99,0.1
121,358,4,2,2899.99,0.1
121,359,24,2,549.99,0.07
121,360,2,2,749.99,0.05
122,361,16,1,599.99,0.1
123,362,12,2,549.99,0.1
124,363,16,1,599.99,0.05
124,364,4,1,2899.99,0.07
124,365,7,2,3999.99,0.05
125,366,17,1,429,0.1
126,367,9,2,2999.99,0.05
127,368,17,1,429,0.07
127,369,20,1,599.99,0.1
127,370,4,2,2899.99,0.07
128,371,24,2,549.99,0.1
128,372,16,2,599.99,0.1
128,373,4,2,2899.99,0.2
128,374,3,2,999.99,0.2
129,375,18,1,449,0.1
129,376,9,1,2999.99,0.1
130,377,26,1,599.99,0.05
130,378,5,2,1320.99,0.07
131,379,22,2,269.99,0.2
131,380,4,2,2899.99,0.07
131,381,24,2,549.99,0.1
132,382,2,2,749.99,0.05
132,383,20,1,599.99,0.05
132,384,9,1,2999.99,0.1
133,385,13,2,269.99,0.05
133,386,22,1,269.99,0.2
134,387,19,2,449,0.1
134,388,2,2,749.99,0.07
134,389,18,2,449,0.07
135,390,5,2,1320.99,0.05
135,391,18,2,449,0.05
135,392,25,1,499.99,0.2
135,393,2,1,749.99,0.05
136,394,7,2,3999.99,0.2
136,395,3,2,999.99,0.05
137,396,23,1,299.99,0.07
137,397,22,1,269.99,0.1
138,398,16,2,599.99,0.1
138,399,6,1,469.99,0.2
139,400,19,2,449,0.07
139,401,3,1,999.99,0.07
140,402,15,1,529.99,0.2
140,403,21,1,269.99,0.2
140,404,12,2,549.99,0.2
140,405,3,1,999.99,0.05
141,406,18,1,449,0.2
142,407,16,2,599.99,0.1
142,408,11,2,1680.99,0.1
142,409,19,1,449,0.07
143,410,6,1,469.99,0.2
144,411,8,2,1799.99,0.05
145,412,11,1,1680.99,0.2
145,413,9,2,2999.99,0.1
146,414,3,2,999.99,0.2
146,415,12,1,549.99,0.1
146,416,20,2,599.99,0.1
146,417,6,2,469.99,0.05
146,418,2,1,749.99,0.07
147,419,26,2,599.99,0.2
148,420,14,1,269.99,0.05
149,421,12,2,549.99,0.07
149,422,21,2,269.99,0.07
150,423,7,1,3999.99,0.1
150,424,3,1,999.99,0.2
150,425,17,1,429,0.07
150,426,25,2,499.99,0.07
151,427,17,1,429,0.1
151,428,26,1,599.99,0.1
152,429,6,2,469.99,0.2
152,430,22,2,269.99,0.2
152,431,16,2,599.99,0.07
153,432,16,1,599.99,0.07
153,433,8,1,1799.99,0.07
153,434,15,2,529.99,0.05
154,435,12,1,549.99,0.1
155,436,8,1,1799.99,0.1
156,437,18,2,449,0.2
156,438,17,2,429,0.05
156,439,6,1,469.99,0.07
157,440,4,1,2899.99,0.1
157,441,7,2,3999.99,0.07
158,442,24,1,549.99,0.1
159,443,13,1,269.99,0.2
160,444,21,1,269.99,0.07
160,445,15,2,529.99,0.07
160,446,18,2,449,0.1
160,447,11,1,1680.99,0.05
161,448,24,2,549.99,0.07
161,449,22,1,269.99,0.05
161,450,7,2,3999.99,0.05
162,451,18,1,449,0.07
162,452,21,2,269.99,0.07
162,453,3,2,999.99,0.1
163,454,12,1,549.99,0.1
163,455,18,1,449,0.2
164,456,4,2,2899.99,0.05
164,457,10,2,1549,0.05
164,458,14,1,269.99,0.1
165,459,4,2,2899.99,0.05
165,460,23,1,299.99,0.2
165,461,2,1,749.99,0.05
166,462,10,2,1549,0.1
166,463,11,1,1680.99,0.2
167,464,12,1,549.99,0.05
167,465,10,1,1549,0.2
167,466,13,2,269.99,0.05
167,467,7,2,3999.99,0.05
168,468,6,1,469.99,0.1
168,469,11,2,1680.99,0.07
168,470,12,2,549.99,0.07
168,471,22,2,269.99,0.2
169,472,20,2,599.99,0.1
169,473,5,1,1320.99,0.05
169,474,10,1,1549,0.2
169,475,11,1,1680.99,0.2
169,476,14,2,269.99,0.05
170,477,12,2,549.99,0.1
170,478,24,1,549.99,0.05
170,479,7,1,3999.99,0.2
170,480,18,2,449,0.05
171,481,8,1,1799.99,0.05
172,482,23,1,299.99,0.07
172,483,16,1,599.99,0.2
173,484,14,1,269.99,0.05
173,485,16,1,599.99,0.2
173,486,20,2,599.99,0.05
174,487,22,2,269.99,0.2
174,488,19,2,449,0.1
175,489,5,1,1320.99,0.1
175,490,2,2,749.99,0.2
175,491,21,2,269.99,0.1
175,492,19,1,449,0.07
176,493,2,2,749.99,0.07
176,494,11,2,1680.99,0.2
176,495,16,2,599.99,0.05
177,496,20,2,599.99,0.1
178,497,10,2,1549,0.2
178,498,12,1,549.99,0.05
178,499,3,1,999.99,0.1
178,500,18,1,449,0.07
179,501,13,2,269.99,0.05
179,502,26,1,599.99,0.1
179,503,18,1,449,0.2
179,504,12,2,549.99,0.2
179,505,20,2,599.99,0.1
180,506,16,1,599.99,0.07
181,507,10,1,1549,0.05
181,508,11,1,1680.99,0.1
181,509,15,2,529.99,0.2
181,510,24,2,549.99,0.05
182,511,25,2,499.99,0.05
182,512,24,2,549.99,0.07
183,513,11,2,1680.99,0.2
183,514,12,2,549.99,0.05
183,515,19,1,449,0.07
183,516,17,1,429,0.07
184,517,4,1,2899.99,0.2
184,518,5,1,1320.99,0.1
184,519,14,1,269.99,0.1
185,520,20,1,599.99,0.1
185,521,8,1,1799.99,0.05
186,522,4,1,2899.99,0.1
186,523,6,1,469.99,0.1
187,524,5,1,1320.99,0.05
188,525,7,2,3999.99,0.07
189,526,16,2,599.99,0.2
190,527,24,1,549.99,0.05
190,528,15,1,529.99,0.2
190,529,3,2,999.99,0.2
191,530,25,1,499.99,0.05
191,531,12,2,549.99,0.2
191,532,3,1,999.99,0.07
191,533,8,2,1799.99,0.05
191,534,23,1,299.99,0.05
192,535,8,2,1799.99,0.1
192,536,25,1,499.99,0.07
192,537,2,1,749.99,0.05
192,538,24,2,549.99,0.07
192,539,10,2,1549,0.2
193,540,12,2,549.99,0.1
194,541,21,2,269.99,0.2
195,542,18,1,449,0.2
195,543,14,1,269.99,0.05
195,544,5,2,1320.99,0.2
195,545,4,2,2899.99,0.2
195,546,21,2,269.99,0.1
196,547,6,1,469.99,0.05
196,548,3,2,999.99,0.07
196,549,10,2,1549,0.07
196,550,12,1,549.99,0.07
196,551,20,1,599.99,0.1
197,552,4,2,2899.99,0.2
197,553,2,2,749.99,0.07
198,554,6,2,469.99,0.05
198,555,20,2,599.99,0.07
198,556,8,2,1799.99,0.2
198,557,13,2,269.99,0.05
198,558,17,1,429,0.05
199,559,25,2,499.99,0.05
199,560,18,2,449,0.07
199,561,4,1,2899.99,0.2
200,562,23,2,299.99,0.05
200,563,22,2,269.99,0.07
201,564,24,1,549.99,0.05
201,565,7,1,3999.99,0.2
201,566,14,2,269.99,0.1
201,567,17,1,429,0.05
202,568,8,1,1799.99,0.07
202,569,17,1,429,0.05
202,570,15,2,529.99,0.05
202,571,25,2,499.99,0.05
203,572,26,1,599.99,0.05
203,573,3,2,999.99,0.1
203,574,17,2,429,0.2
203,575,19,2,449,0.07
204,576,6,2,469.99,0.07
204,577,17,2,429,0.1
205,578,22,2,269.99,0.05
205,579,24,2,549.99,0.1
206,580,25,1,499.99,0.05
206,581,20,1,599.99,0.2
207,582,12,2,549.99,0.2
207,583,5,1,1320.99,0.05
207,584,11,2,1680.99,0.07
207,585,7,2,3999.99,0.1
208,586,6,2,469.99,0.05
208,587,4,2,2899.99,0.07
208,588,3,1,999.99,0.05
208,589,12,1,549.99,0.2
208,590,10,2,1549,0.05
209,591,13,1,269.99,0.1
210,592,14,1,269.99,0.07
210,593,13,2,269.99,0.2
211,594,10,1,1549,0.07
211,595,2,2,749.99,0.07
212,596,16,2,599.99,0.07
212,597,12,2,549.99,0.2
212,598,19,1,449,0.1
212,599,7,1,3999.99,0.2
213,600,13,1,269.99,0.1
214,601,21,1,269.99,0.1
215,602,19,1,449,0.07
215,603,12,2,549.99,0.1
216,604,22,2,269.99,0.1
216,605,16,2,599.99,0.05
217,606,18,1,449,0.1
217,607,10,2,1549,0.1
217,608,17,1,429,0.07
218,609,2,2,749.99,0.1
218,610,13,1,269.99,0.07
218,611,12,1,549.99,0.05
219,612,26,1,599.99,0.05
219,613,5,1,1320.99,0.2
220,614,6,2,469.99,0.05
220,615,25,1,499.99,0.07
220,616,22,2,269.99,0.1
220,617,3,2,999.99,0.2
221,618,11,2,1680.99,0.07
222,619,10,1,1549,0.1
222,620,2,2,749.99,0.1
223,621,7,2,3999.99,0.05
223,622,5,1,1320.99,0.2
223,623,21,2,269.99,0.1
223,624,20,1,599.99,0.05
223,625,15,1,529.99,0.05
224,626,6,1,469.99,0.07
224,627,11,2,1680.99,0.1
224,628,10,2,1549,0.2
224,629,25,1,499.99,0.05
225,630,21,1,269.99,0.1
225,631,9,1,2999.99,0.1
226,632,2,1,749.99,0.05
227,633,3,2,999.99,0.05
227,634,15,2,529.99,0.1
228,635,25,1,499.99,0.2
228,636,2,2,749.99,0.07
228,637,23,2,299.99,0.1
228,638,4,1,2899.99,0.2
228,639,22,1,269.99,0.05
229,640,25,2,499.99,0.2
229,641,5,2,1320.99,0.1
229,642,8,1,1799.99,0.2
230,643,11,2,1680.99,0.07
231,644,8,2,1799.99,0.07
231,645,14,2,269.99,0.2
231,646,5,2,1320.99,0.2
232,647,18,1,449,0.07
232,648,11,2,1680.99,0.05
232,649,26,2,599.99,0.07
232,650,8,2,1799.99,0.1
233,651,14,1,269.99,0.1
233,652,16,2,599.99,0.1
233,653,12,1,549.99,0.2
233,654,15,2,529.99,0.07
234,655,11,2,1680.99,0.2
234,656,17,2,429,0.05
234,657,12,1,549.99,0.1
234,658,7,1,3999.99,0.05
234,659,23,1,299.99,0.1
235,660,6,1,469.99,0.07
235,661,13,2,269.99,0.05
235,662,7,2,3999.99,0.05
236,663,3,2,999.99,0.07
236,664,2,2,749.99,0.1
236,665,4,2,2899.99,0.1
237,666,15,1,529.99,0.2
237,667,24,1,549.99,0.07
237,668,20,2,599.99,0.2
237,669,26,1,599.99,0.05
238,670,20,2,599.99,0.2
238,671,25,1,499.99,0.07
238,672,13,2,269.99,0.2
238,673,22,2,269.99,0.05
238,674,7,1,3999.99,0.07
239,675,16,2,599.99,0.1
239,676,21,2,269.99,0.05
239,677,18,1,449,0.07
239,678,4,2,2899.99,0.07
240,679,9,1,2999.99,0.07
240,680,8,1,1799.99,0.07
240,681,5,1,1320.99,0.07
240,682,18,2,449,0.07
241,683,7,1,3999.99,0.2
242,684,3,1,999.99,0.2
243,685,25,2,499.99,0.05
243,686,19,2,449,0.07
243,687,7,2,3999.99,0.05
244,688,19,1,449,0.07
244,689,25,1,499.99,0.2
244,690,22,1,269.99,0.1
245,691,10,2,1549,0.05
245,692,8,1,1799.99,0.1
246,693,17,2,429,0.2
247,694,25,1,499.99,0.07
247,695,3,1,999.99,0.2
248,696,13,1,269.99,0.1
248,697,26,2,599.99,0.1
248,698,17,1,429,0.1
248,699,9,1,2999.99,0.2
249,700,7,2,3999.99,0.05
249,701,18,2,449,0.05
249,702,22,1,269.99,0.1
250,703,17,2,429,0.05
250,704,11,2,1680.99,0.1
251,705,23,2,299.99,0.2
251,706,22,2,269.99,0.05
252,707,11,2,1680.99,0.1
252,708,4,1,2899.99,0.07
252,709,19,1,449,0.1
253,710,11,2,1680.99,0.07
254,711,6,2,469.99,0.07
254,712,3,1,999.99,0.05
254,713,12,1,549.99,0.05
255,714,5,2,1320.99,0.1
255,715,14,1,269.99,0.2
255,716,2,2,749.99,0.2
255,717,21,1,269.99,0.07
256,718,11,1,1680.99,0.1
256,719,21,1,269.99,0.05
257,720,8,2,1799.99,0.07
257,721,13,2,269.99,0.2
257,722,10,2,1549,0.1
257,723,15,1,529.99,0.1
258,724,8,2,1799.99,0.05
258,725,4,1,2899.99,0.07
258,726,19,1,449,0.07
258,727,18,1,449,0.05
259,728,26,1,599.99,0.05
259,729,6,2,469.99,0.1
259,730,2,2,749.99,0.2
259,731,4,1,2899.99,0.1
260,732,23,2,299.99,0.2
260,733,10,1,1549,0.2
260,734,24,2,549.99,0.2
261,735,16,2,599.99,0.05
261,736,14,1,269.99,0.1
261,737,17,2,429,0.1
262,738,2,1,749.99,0.07
262,739,9,2,2999.99,0.05
263,740,9,1,2999.99,0.07
263,741,3,1,999.99,0.2
263,742,2,2,749.99,0.05
264,743,10,1,1549,0.2
264,744,24,2,549.99,0.05
264,745,15,2,529.99,0.1
264,746,3,2,999.99,0.07
265,747,9,2,2999.99,0.2
266,748,6,2,469.99,0.07
266,749,19,1,449,0.2
266,750,25,1,499.99,0.05
267,751,22,2,269.99,0.2
267,752,23,2,299.99,0.1
267,753,24,1,549.99,0.1
267,754,7,2,3999.99,0.07
267,755,21,1,269.99,0.05
268,756,7,1,3999.99,0.05
268,757,6,2,469.99,0.2
268,758,9,1,2999.99,0.1
269,759,5,1,1320.99,0.07
269,760,23,2,299.99,0.07
269,761,18,1,449,0.05
269,762,3,1,999.99,0.05
270,763,25,2,499.99,0.2
270,764,15,1,529.99,0.1
271,765,11,2,1680.99,0.07
271,766,6,2,469.99,0.05
271,767,13,1,269.99,0.1
271,768,7,2,3999.99,0.1
272,769,2,2,749.99,0.07
272,770,11,1,1680.99,0.07
273,771,21,1,269.99,0.1
274,772,11,2,1680.99,0.05
274,773,25,2,499.99,0.1
274,774,9,2,2999.99,0.07
275,775,18,1,449,0.05
275,776,25,1,499.99,0.1
275,777,7,2,3999.99,0.05
276,778,3,2,999.99,0.2
276,779,17,1,429,0.05
276,780,9,2,2999.99,0.07
277,781,20,2,599.99,0.2
277,782,6,2,469.99,0.2
277,783,13,2,269.99,0.1
278,784,16,1,599.99,0.2
278,785,19,2,449,0.07
278,786,13,1,269.99,0.07
278,787,11,2,1680.99,0.07
279,788,25,1,499.99,0.07
280,789,25,1,499.99,0.07
280,790,26,2,599.99,0.07
280,791,13,1,269.99,0.07
281,792,22,1,269.99,0.07
281,793,14,2,269.99,0.1
281,794,7,2,3999.99,0.07
282,795,20,1,599.99,0.07
282,796,7,2,3999.99,0.07
282,797,3,2,999.99,0.05
282,798,16,2,599.99,0.07
283,799,9,1,2999.99,0.05
283,800,16,2,599.99,0.2
284,801,24,2,549.99,0.2
284,802,20,1,599.99,0.2
285,803,16,2,599.99,0.05
285,804,12,1,549.99,0.05
285,805,2,1,749.99,0.1
286,806,26,2,599.99,0.2
286,807,21,2,269.99,0.07
286,808,16,2,599.99,0.1
286,809,7,1,3999.99,0.1
287,810,5,1,1320.99,0.2
287,811,10,1,1549,0.05
287,812,2,1,749.99,0.05
287,813,20,1,599.99,0.05
288,814,4,1,2899.99,0.2
288,815,10,1,1549,0.1
288,816,7,2,3999.99,0.05
289,817,13,1,269.99,0.07
289,818,24,1,549.99,0.2
289,819,17,1,429,0.2
290,820,2,2,749.99,0.07
290,821,5,2,1320.99,0.07
290,822,21,1,269.99,0.1
291,823,6,2,469.99,0.05
291,824,21,2,269.99,0.07
292,825,18,2,449,0.1
292,826,4,1,2899.99,0.07
292,827,10,2,1549,0.05
293,828,19,2,449,0.05
293,829,6,1,469.99,0.2
294,830,18,1,449,0.2
294,831,14,1,269.99,0.2
294,832,7,2,3999.99,0.05
294,833,25,2,499.99,0.2
295,834,22,2,269.99,0.07
296,835,25,2,499.99,0.07
296,836,12,2,549.99,0.1
296,837,11,2,1680.99,0.1
296,838,9,1,2999.99,0.2
297,839,4,2,2899.99,0.2
298,840,23,1,299.99,0.2
298,841,6,2,469.99,0.05
298,842,22,1,269.99,0.2
298,843,9,1,2999.99,0.07
298,844,14,2,269.99,0.1
299,845,11,2,1680.99,0.05
299,846,10,2,1549,0.2
300,847,16,2,599.99,0.1
300,848,9,2,2999.99,0.1
300,849,10,1,1549,0.1
300,850,11,2,1680.99,0.2
301,851,6,1,469.99,0.05
301,852,22,1,269.99,0.1
302,853,24,2,549.99,0.2
302,854,18,2,449,0.07
302,855,2,2,749.99,0.2
303,856,8,2,1799.99,0.05
303,857,24,2,549.99,0.05
304,858,10,1,1549,0.05
304,859,7,2,3999.99,0.1
304,860,20,1,599.99,0.1
305,861,10,1,1549,0.07
305,862,6,1,469.99,0.1
305,863,3,2,999.99,0.2
306,864,10,1,1549,0.2
306,865,22,1,269.99,0.07
307,866,15,2,529.99,0.05
308,867,7,1,3999.99,0.1
308,868,18,2,449,0.2
308,869,14,1,269.99,0.2
309,870,3,1,999.99,0.05
309,871,12,1,549.99,0.05
310,872,7,2,3999.99,0.07
310,873,14,2,269.99,0.1
310,874,5,2,1320.99,0.2
